,best_fitness_19521290,num of evaluation calls
0,20.49,257
1,20.58,513
2,20.55,769
3,20.42,1025
4,20.29,1281
5,20.34,1537
6,20.39,1793
7,20.08,2049
8,19.92,2305
9,19.98,2561
10,19.7,2817
11,19.74,3073
12,19.62,3329
13,19.67,3585
14,19.59,3841
15,19.6,4097
16,19.56,4353
17,19.55,4609
18,19.55,4865
19,19.55,5121
20,19.55,5377
21,19.54,5633
22,19.54,5889
23,19.54,6145
24,19.54,6401
25,19.54,6657
26,19.54,6913
27,19.54,7169
28,19.54,7425
29,19.54,7681
30,19.54,7937
31,19.54,8193
32,19.54,8449
33,19.54,8705
34,19.54,8961
35,19.54,9217
36,19.54,9473
37,19.54,9729
38,19.54,9985
39,19.54,10241
40,19.54,10497
41,19.54,10753
42,19.54,11009
43,19.54,11265
44,19.54,11521
45,19.54,11777
46,19.54,12033
47,19.54,12289
48,19.54,12545
49,19.54,12801
50,19.54,13057
51,19.54,13313
52,19.54,13569
53,19.54,13825
54,19.54,14081
55,19.54,14337
56,19.54,14593
57,19.54,14849
58,19.54,15105
59,19.54,15361
60,19.54,15617
61,19.54,15873
62,19.54,16129
63,19.54,16385
64,19.54,16641
65,19.54,16897
66,19.54,17153
67,19.54,17409
68,19.54,17665
69,19.54,17921
70,19.54,18177
71,19.54,18433
72,19.54,18689
73,19.54,18945
74,19.54,19201
