,best_fitness_19521287,num of evaluation calls
0,20.53,513
1,20.55,1025
2,20.41,1537
3,20.64,2049
4,20.23,2561
5,20.51,3073
6,20.24,3585
7,20.05,4097
8,20.09,4609
9,19.9,5121
10,19.86,5633
11,19.97,6145
12,19.79,6657
13,19.8,7169
14,19.77,7681
15,19.76,8193
16,19.77,8705
17,19.75,9217
18,19.74,9729
19,19.76,10241
20,19.74,10753
21,19.73,11265
22,19.74,11777
23,19.73,12289
24,19.73,12801
25,19.73,13313
26,19.73,13825
27,19.73,14337
28,19.73,14849
29,19.73,15361
30,19.73,15873
31,19.73,16385
32,19.73,16897
33,19.73,17409
34,19.73,17921
35,19.73,18433
36,19.73,18945
37,19.73,19457
38,19.73,19969
39,19.73,20481
40,19.73,20993
41,19.73,21505
42,19.73,22017
43,19.73,22529
44,19.73,23041
45,19.73,23553
46,19.73,24065
47,19.73,24577
48,19.73,25089
49,19.73,25601
50,19.73,26113
51,19.73,26625
52,19.73,27137
53,19.73,27649
54,19.73,28161
55,19.73,28673
56,19.73,29185
57,19.73,29697
58,19.73,30209
59,19.73,30721
60,19.73,31233
61,19.73,31745
62,19.73,32257
63,19.73,32769
64,19.73,33281
65,19.73,33793
66,19.73,34305
67,19.73,34817
68,19.73,35329
69,19.73,35841
70,19.73,36353
71,19.73,36865
72,19.73,37377
73,19.73,37889
74,19.73,38401
75,19.73,38913
76,19.73,39425
77,19.73,39937
78,19.73,40449
79,19.73,40961
